text,parent_text,tox_codes_oc,label_oc,tox_codes_ic,label_ic
Biggest backlogs are in deleting maintenance style pages like spam userpages and nonsense minor talk namespace pages as well as blocking drive by vandals. '''''' ,"I think it would be helpful to get a more breakdown of where admin activity is lacking, unless the contention is tat there is a general loss of admin ""presence"" with its attendant inefficiencies.  ",[0. 0. 0.],0,[0. 0. 0.],0
No way. Viva La France. We have nice food and nice women.  ,"Haha. Go away, Frenchie. Long live the Chinese!  ",[1. 0. 0.],0,[0. 0. 0.],0
"Yes, yes that is fine. Non German sources are especially welcome. I'm reading al lot lately on the subject... ","Rummel is an American, like Ike. All his sources are in English ",[0. 0. 0.],0,[0. 0. 0.],0
"And a message for my new best friend: please sign your threats, and make up your mind regarding ""advise""/""advice"":)   ",Oh goody!  I'll recharge my taser.   ,[0. 0. 0.],0,[0. 1. 1.],1
" Actually, recount this has nothing to do with our dispute. "," ""Ultimately, Stewie '''will be''' gay or a very unhappy repressed heterosexual"" ",[0. 0. 0.],0,[0. 0. 0.],0
"Like I said, picking at semantics.  ","You're picking at semantics. MacFarlane has said ''twice'' now that Stewie's gay.
And I'm referring to you reverting Zythe's edit, not Killkyle's.   ",[0.  0.  0.5],0,[0. 0. 1.],0
I was going to fix it but I see you already did. Thanks.  ,"Ah crap you're right. It is Maldivian Air Taxi (I recognize the pics on their site) that I was thinking of. I've heard a lot of people call them Maldivian Airlines, that's why I was confused. - | ",[0. 0. 0.],0,[0. 0. 0.],0
"I'm still waiting to hear objections, all I hear is Mr. IP claiming that I won't listen to objections.  ","Can you show me some articles where these errors have occurred. (Sorry, I'm not trying to dick you around. I'll act on this if I can get my head around it.) ",[0. 0. 0.],0,[0. 0. 0.],0
"""''Walks like a duck, talks like a duck ...''""  Either you're engaged in the politically-motivated campaign of moves, or you have ''really'' crap timing.   ","Before assuming bad faith, it's a good idea to check your facts. I supported the outcome of the poll at WP:IECOLL.   • ",[0. 0. 0.],0,[1. 1. 1.],1
" No one has commented in a while, but I think the consensus is to include the category. "," LOL, great Stewie seen when he beats the crap out of Brian. ",[0. 0. 0.],0,[0. 0. 0.],0
Per Xeno. '''',"Have you considered the exceptional chilling effect outing anonymous tipsters would have? We don't know why they wanted to remain anonymous, but can we respect their wishes? –",[0. 0.],0,[0. 0. 0.],0
You are. I want it investigated. I just don't want it witch hunted. The current climate is not conductive to a good investigation. ++: /,"Lar, you seem to have much more time and sympathy for those editors who don't want this matter investigated than for those who do. I hope I am wrong.  ",[0. 0. 0.],0,[0. 0. 0.],0
"It's been there since last month, whatever spin you want to put on that. - ","I, checked: it's there for a period more than hundred times as long as your recent edits. ",[0. 0. 0.],0,[0. 0. 0.],0
"Yes. As far as we know, every single solitary homosexual of any mammalian species was produced by a heterosexual union of some kind. → '''' ",It also breaks down because most gay children have straight parents (if I understand the amorphous suggestion of Grant's).  >David '''''',[0. 1. 0.],0,[0. 0. 0.],0
" I appreciate  the warning then, but I'm anal on stuff like that, I hate getting in trouble. ) '''A8UDI''' ","It's just a friendly note, as you were involved there.  ",[0. 0. 0.],0,[0. 0. 0.],0
It works. Blasphemy... You are ''so'' getting a barnstar for this.      ,Try this: {{subst:User:Nezzadar/s}}  ,[0. 0. 0.],0,[0. 0. 1.],0
"The murderers recanted this claim.  The ""gay bashing"" issue was created by the media.  ",On what basis do yuo say he wasn't killed because he was gay? I thought that was what the murderers testified to in court. -,[0.5 0.  0. ],0,[0. 0. 1.],0
"And you believe the recantation of murderers because....? If it was the murderers who first made that assertion, then it can hardly be the media who created it. -","The murderers recanted this claim.  The ""gay bashing"" issue was created by the media.  ",[0. 0. 0.],0,[0. 0. 0.],0
"Maybe someone could do a search through the online material and find out where she says this, and reference it.  ","Lori has had boyfriends, but I thought Dori/George always claimed to be asexual, did she come out as lesbian?  ",[0. 0. 0.],0,[0. 0. 0.],0
The page Wikipedia:Citing sources might help.  , Thanks much.  Is there a 'how to' for future reference?  As in an idiot's guide?!  ,[0. 0. 0.],0,[0. 0. 0.],0
"Well, I added the info about the cover story, but I haven't found many reviews of it yet. What do you think?  ",All right; see Wikipedia:Article Incubator/Nick Wolven. '''''' ''()'',[0. 0. 0.],0,[0. 0. 0.],0
"I agree with Gakon. The current article is just a big, unsourced mess. And there are more things to discuss than just characters, like Gakon said. ","I agree, because there are more things to discuss than just LGBT characters.  Plus, as it is, the article feels like WP:IINFO.  Only the more notable/controversial characters deserve mention.  ",[0. 1. 0.],0,[0. 0. 1.],0
36 is a killer!.. ,"Its hard to get a sense of how they look in preview; here is 36, 38. I prefer 36 myself.  ",[0.5 0.  1. ],0,[0. 0. 0.],0
" I believe a female username may trump that, but be careful of the  possible blowback.","Thanks for the laugh, very funny.  I'll have to find me a hot chick. ",[0. 0. 0.],0,[0. 0. 0.],0
"If that is true, they are all fools, and should be shot ;-) Sundin has never won the awards like Alfredsson has/will. Let's see, Calder, soon to be Hart, Art Ross, Conn Smythe -D Sundin? Notta   - "," a few more seasons like this, and Alfredsson will be hall of fame material. Especially when he leads Ottawa to a Stanley Cup win, something that will never happen for the Maple Laughs ;-)   - ",[0. 1. 1.],1,[1. 1. 0.],1
"But this is a ridiculous thing to talk about. I just want five pictures, you add anyone else. What more is there to possibly talk about??? Nothing! This IS the resolution.  ","No, we should come to a conclusion here first. Isn't that how talk works?  ",[0. 0. 0.],0,[0. 1. 1.],1
"And a signature too already? Damn, you're fast! P ",TheLastSamurai101|talk]]),[1. 1. 0.],1,[0. 0. 0.],0
"Done. It was caused by the vandalised image of her sister mary, 2 or 3 sections earlier -/ I don't understand why. Regards  ",Thank you. ,[0. 0. 0.],0,[0. 0. 0.],0
"I just thought you shared ''some'' traits - scourge of the authorities, managing to confound them with every move... )  ",You should take the credit for Dick Turpin; all I tried to do was to stop it getting any worse than it was.  ,[0.  0.5 1. ],0,[0. 0. 0.],0
It looks good. Nice job!  ,Forgot Josephine. Got that too. ,[0. 0. 0.],0,[0. 0. 0.],0
"Oh no my friend, It's pretty hip to the streets  ",That's gay. - Dank ,[0. 0. 0.],0,[0. 0. 0.],0
Are you asking if I remember one particular personal comment or insult out of the (literally) thousands I've put up with?  Eh .. no.,"A quite shocking case of sockpuppetry, made all the worse by similar accusations made by MBM against HK from what I remember. HK, could you remind us of that.  ",[0. 1. 0.],0,[1.  0.5 0. ],0
Is there going to be a comment somewhere down the line towards suggesting an improvement for this page? '''''' ,"That's great!  Then why did you say you're not sure what my comment was supposed to mean (since, as someone who worked on that article, you should know EXACTLY what was meant?  ",[0. 0. 0.],0,[0. 0. 1.],0
Sorry for the typos. And I kind of am. Have you even looked at Kate's RFA? And dont even get me started with Spongefrog's. I killed both of them. ,"Heh. I don't think you're at the top of the list of ""reasons to oppose"" when my editor review is sitting pretty at the top of my page. ",[1. 0. 0.],0,[1. 0. 1.],1
What is mean by ''internal'' is clearly defined in the internal passport article. — ,"wow. the term ""internal border"", like internal passport has connotations to the kind of totalitarian state that the PRC is.  Your analogies are rubbish. ",[0. 0. 0.],0,[0. 0. 0.],0
"The address as security risk? That's a little goofy, I'm sure there are other types of information that could pose security risks, but surely not a published address of an Embassy. ","The address is public information '''that the Embassy itself puts at the top of their own homepage''', so ""idiotic"" is insufficient.  | ",[0. 1. 0.],0,[0. 0. 0.],0
"But, is their celibacy common knowledge? Seems like adding celibacy to the hook makes it a better hook.  ",Okay with me.  ,[0. 0. 0.],0,[0. 0. 0.],0
"Hey, any update on when you might be able to add those references? It's not a huge rush, but I wanted to make sure you hadn't forgotten.  ",Phew. Haven't yet been able to work up to doing it. Will do so tomorrow I guess.  ,[0. 0. 0.],0,[0. 0. 0. 0.],0
"Oops, I hope you don't think I am an idiot  (. ",This is what British ones look like.  2000 ,[0. 0. 0.],0,[0. 0. 0.],0
"Christmas? Oh yes! I hope your dead animal turned out good. Enjoy,  ", Merry Christmas! I will take a look tomorrow (Latest Monday). Doing the Christmas thing these days.   (/\D),[0.  1.  0.5],0,[0. 0. 0.],0
Yes indeed you do... now that 3 of us are on there it must be a call for bathrobes to be drawn.  //  // ark // ,"By the by, do I need to start wearing my bathrobe again?  ''''''''''",[0. 0. 0.],0,[0. 0. 0.],0
We already had this discussion. You were there.  ,"Oh, and show me one instance in which Moore ""misrepresents his sources"".  Lets see this so-called ""bias"" you claim.  If this is really the case, you should be able to support your argument.  ",[0. 0. 0.],0,[0. 1. 0.],0
"Indeed, eh? ''Precisely'' why we can't add it to articles on mere presumptions of ""common knowledge"".  ","Another, more logical reason is that, in fact, he isn't gay. ",[0.  0.5 0. ],0,[0. 0. 0.],0
"Ah, hell. Dusti's back ) ",Hey now.   |  ,[1. 0. 1.],1,[0. 1. 1.],1
"Does have to be the best.  Just one that you think is very well written.  I'm looking for prose, not technically meeting the citation requirements.  ", Which one ? )   ,[0. 0. 0.],0,[0. 0. 0.],0
"You're one of the good guys!  But I'm not the violent type, so who would you like kissed?  ","Yes, who would you like killed? Command me and  shall do your bidding. ",[0. 0. 0.],0,[0. 1. 1.],1
" Doing actual science.  What's your excuse, too busy editing useless pages of pop-culture dreck?  ", What much more important things?  ,[0. 0. 0.],0,[1. 1. 1.],1
"Random example. Barely notable girl is the target of repeated vandalism by horny 16 year old boys. Either we do flagged revisions, which will never happen, or we delete.  ","You miss my pointwhether or not we do deletions or not is irrelevant to the ''real'' issue, which is '''high profile''' BLPs. The deletion is looking at the wrong problem.  ",[0. 0. 0.],0,[1. 0. 1.],1
"What province uses ""federal premier"" for its head of government?  ","If Canada used another title for the provincial & territorial govt heads, I wouldn't be opposing your proposal.  ",[0. 0. 0.],0,[0. 0. 0.],0
Where did Occam's version come from?  I'd be happy setting to the version before the redirection page replaced the original article:   ,I think in the interests of progress that you should do it as well.  ,[0. 0. 0.],0,[0. 0. 0.],0
By the way you do realize that criticism is about them saying the Himilayan glaciers were melting faster than anywhere else? Not about that the glaciers around the word were melting?  ,Stuff like this: http://www.timesonline.co.uk/tol/news/environment/article7009705.ece seems to be coming out every day. ,[0. 0. 0.],0,[0. 0. 0.],0
"Honestly, I don't know a lot about him.  What I've heard makes him sound like a right schmuck. ","I've been taking it easy this evening, myself.  Tomorrow it looks like I'll be back out shoveling.  Again. ",[0. 1. 1.],1,[0. 1. 1.],1
